NCESID,NAME,ADDRESS,CITY,STATE,COUNTY
A0500919,ST ANTHONY CATHOLIC SCHOOL,3400 12TH ST NE,WASHINGTON,DC,DISTRICT OF COLUMBIA
252921,ST AUGUSTINE CATHOLIC SCHOOL,1421 V ST NW,WASHINGTON,DC,DISTRICT OF COLUMBIA
A0770718,THE FRENCH MATERNAL SCHOOL,3115 P ST NW,WASHINGTON,DC,DISTRICT OF COLUMBIA
A0300740,WASHINGTON JESUIT ACADEMY,900 VARNUM ST NE,WASHINGTON,DC,DISTRICT OF COLUMBIA
A9700938,BRADFORD CHRISTIAN ACADEMY,2324 NE STATE ROAD 16,STARKE,FL,BRADFORD
2016369,COVENANT CHRISTIAN SCHOOL,2350 FRANKFORD AVE,PANAMA CITY,FL,BAY
A9300290,HOLY NATIVITY EPISCOPAL SCHOOL,205 HAMILTON AVE,PANAMA CITY,FL,BAY
A0501114,HOPE CHRISTIAN ACADEMY,3900 SE STATE ROAD 100,STARKE,FL,BRADFORD
A0700554,KALEIDOSCOPE SCHOOL OF DISCOVERY,2420 JENKS AVE BLDG C4,PANAMA CITY,FL,BAY
A0501222,NORTHSIDE CHRISTIAN ACADEMY,7415 NW COUNTY ROAD 225,STARKE,FL,BRADFORD
A9701144,PANAMA CITY ADVANCED SCHOOL,3332 TOKEN RD,PANAMA CITY,FL,BAY
258311,ST JOHN CATHOLIC SCHOOL,1005 FORTUNE AVE,PANAMA CITY,FL,BAY
A1371714,THE DEVELOPMENT CENTER,6408 RIGSBY RD,RICHMOND,VA,HENRICO
A1371717,THE GODDARD SCHOOL - ASHLAND,9431 ATLEE COMMERCE BLVD,ASHLAND,VA,HANOVER
A1504002,THE GODDARD SCHOOL - CHANTILLY II,43655 TALL CEDARS PKWY,CHANTILLY,VA,LOUDOUN
A1390371,THE INDEPENDENT SCHOOL OF WINCHESTER INC,130 CARRIEBROOKE DR,STEPHENS CITY,VA,FREDERICK
A1371731,VILLAGE MONTESSORI SCHOOL AT BLUEMONT,33874 SNICKERSVILLE TURNPIKE,BLUEMONT,VA,LOUDOUN
A1371743,WINWOOD CHILDREN'S CENTER - BRAMBLETON 2,42635 REDEEMER TER,BRAMBLETON,VA,LOUDOUN
A1303646,HILLSIDE ACADEMY,15520 MAIN ST NE,DUVALL,WA,KING
A0308140,LAKEMONT ACADEMY,5015 LAKEMONT BLVD SE,BELLEVUE,WA,KING
A1303650,LITTLE OAK MONTESSORI SCHOOL,1054 SE OAK ST./ELEMENTARY CAMPUS: 871 NE ESTES ST,WHITE SALMON,WA,KLICKITAT
A1303653,MAKKAH ISLAMIC SCHOOL,3613 S JUNEAU ST,SEATTLE,WA,KING
BB130546,MAPLE VALLEY ELEMENTARY SCHOOL,16700 174TH AVE SE,RENTON,WA,KING
A1171832,MILL PLAIN CHILDRENS VILLAGE DAY SCHOOL,15301 SE MILL PLAIN BLVD,VANCOUVER,WA,CLARK
A1504045,ST CECILIA CATHOLIC SCHOOL,1310 MADISON AVE N,BAINBRIDGE ISLAND,WA,KITSAP
A1303683,STELLA MARIS ACADEMY,410 4TH AVE N,EDMONDS,WA,SNOHOMISH
A1303684,STERLING WEST SEATTLE CAMPUS,9205 3RD AVE SW,SEATTLE,WA,KING
A1504049,TACOMA CHRISTIAN ACADEMY,2014 S 15TH ST,TACOMA,WA,PIERCE
A1504050,TAPROOT SCHOOL,9131 CALIFORNIA AVE SW,SEATTLE,WA,KING
A1303699,BISHOP DONAHUE MEMORIAL HIGH SCHOOL,325 LOGAN ST,MCMECHEN,WV,MARSHALL
A1102376,RIVER VALLEY ACADEMY,4273 GARFIELD RD,PALESTINE,WV,WIRT
1489417,ST FRANCIS OF ASSISI SCHOOL,525 HOLLEY ST,SAINT ALBANS,WV,KANAWHA
A1504073,ST PATRICK SCHOOL,224 CENTER AVE,WESTON,WV,LEWIS
A1504075,THE CLARKSBURG CHILDRENS MONTESSORI SCHOOL,425 N 4TH ST,CLARKSBURG,WV,HARRISON
A1504078,WORLD CHANGERS CHRISTIAN ACADEMY,5407 MIDLAND TRAIL,ALLOY,WV,FAYETTE
A1592227,HOPE CHRISTIAN SCHOOL - SEMPER,3040 WEST CAPITOL DRIVE,MILWAUKEE,WI,MILWAUKEE
A1592228,HOPE CHRISTIAN SCHOOL - VIA,3502 DOUGLAS AVE,RACINE,WI,RACINE
BB162963,OASIS CHRISTIAN SCHOOL,22547 STATE HWY 21,TOMAH,WI,MONROE
BB162968,ALL SAINTS CATHOLIC EAST SCHL,2038 N BARTLETT AVE,MILWAUKEE,WI,MILWAUKEE
BB162970,ST JOSEPH PARISH SCHOOL,16 19 WASHING ST.,GRAFTON,WI,OZAUKEE
BB162984,MT LEVANON SCHOOL,8444 W MELVINA ST,MILWAUKEE,WI,MILWAUKEE
BB162989,ST JOHN SCHOOL,N7680 COUNTY ROAD BB,HILBERT,WI,CALUMET
A1504083,ALBANY HILLS AMISH SCHOOL,N6964 ALBANY E,MONDOVI,WI,PEPIN
A1504085,AMISH SCHOOL,W33557,GILMAN,WI,CHIPPEWA
A1504089,BLACK RIVER MENNONITE SCHOOL,N13601 RESEWOOD AVE,WITHEE,WI,CLARK
A1303718,CARR VALLEY AMISH SCHOOL,S3097 COUNTY ROAD G,LA VALLE,WI,SAUK
A1303721,CLEARVIEW AMISH SCHOOL,N5293 HIGHWAY 104,ALBANY,WI,GREEN
A1303722,COMMON THREADS FAMILY RESOURCE CENTER,5979 SIGGELKOW RD,MCFARLAND,WI,DANE
A1399010,COMMUNITY CHRISTIAN SCHOOL OF BARABOO,E12654 COUNTY RD T,BARABOO,WI,SAUK
A1303727,FAIRVIEW AMISH SCHOOL,W4817 26TH RD,GREENWOOD,WI,CLARK
A1303731,GREEN MEADOW AMISH SCHOOL,W4971 WILLARD RD.,GREENWOOD,WI,CLARK
A1303738,INSTITUTE OF KINGS AND PRIESTS INC,12201 W BURLEIGH ST STE 10,MILWAUKEE,WI,MILWAUKEE
A1303742,MAPLE CENTER AMISH SCHOOL,W4818 MAPLE CENTER RD,GREENWOOD,WI,CLARK
A1303749,OAKVIEW AMISH SCHOOL,5467 N OAKCREST DR,BUNDUEL,WI,SHAWANO
A1303753,PLEASANT VIEW MENNONITE SCHOOL,N3881 CTY HWY E,BRODHEAD,WI,GREEN
A1303746,RENAISSANCE SCHOOL,6150 TAYLOR AVE,RACINE,WI,RACINE
A1303757,RESURRECTION LUTHERAN SCHOOL,1197 DYKE AVENUE PRIVATE,ADAMS,WI,ADAMS
A1303759,ROCK COUNTY CHRISTIAN SCHOOL,916 BUSHNELL,BELOIT,WI,ROCK
A1303760,ROCK CREEK AMISH SCHOOL,W3004 SPENCER ROAD,LOYAL,WI,CLARK
A1504172,SAINTA,8901 W CAPITOL DR,MILWAUKEE,WI,MILWAUKEE
A1303763,SANDY OAK AMISH SCHOOL,N4760 COUNTY ROAD J,ROCKLAND,WI,LA CROSSE
A1504174,SHINING STAR CHRISTIAN SCHOOLS,4050 N 95TH ST,MILWAUKEE,WI,MILWAUKEE
A1303764,SILVER TEN AMISH SCHOOL,W 8492 APPLE AVE,MEDFORD,WI,TAYLOR
A1504175,ST PETER LUTHERAN SCHOOL,115 EAU CLAIRE ST,SCHOFIELD,WI,MARATHON
A1504177,ST ALOYSIUS GRADE SCHOOL,608 OAK ST,SAUK CITY,WI,SAUK
A1504179,ST JOSEPH GRADE SCHOOL,305 E WALNUT ST,DODGEVILLE,WI,IOWA
A1504180,ST JOSEPH MIDDLE SCHOOL,818 N EAST AVE,WAUKESHA,WI,WAUKESHA
A1504181,QUEEN OF THE APOSTLES GRADE SCHOOL,315 W MONROE ST,TOMAH,WI,MONROE
A1303772,TRANSCENTER FOR YOUTH/EL PUENTE HIGH,1127 S 35TH ST,MILWAUKEE,WI,MILWAUKEE
A1504182,TUCKERTOWN AMISH SCHOOL,33832 STATE ROAD 154,HILLPOINT,WI,RICHLAND
A1303776,CORNERSTONE CHRISTIAN SCHOOL,80 MORTIMORE LN,LANDER,WY,FREMONT
1616006,ANCHOR CHRISTIAN ACADEMY,1880 E 5600 S,SALT LAKE CITY,UT,SALT LAKE
A1303517,DANIELS ACADEMY,906 S 300 W,HEBER CITY,UT,WASATCH
A1303524,KOLOB CANYON RTC,1338 E 600 S,NEW HARMONY,UT,WASHINGTON
A1303531,EVOKE THERAPY PROGRAMS,2711 SANTA CLARA DR STE 400,SANTA CLARA,UT,WASHINGTON
A1303535,WASATCH CHRISTIAN SCHOOL,585 39TH ST,OGDEN,UT,WEBER
A1303537,WILLIAMSBURG ACADEMY,32 E 100 S STE 204,ST GEORGE,UT,WASHINGTON
A1303538,INSPIRE FOR AUTISM,130 AUSTINE DR STE 240,BRATTLEBORO,VT,WINDHAM
BB162934,FULL CIRCLE MONTESSORI SCHOOL,2230 FAIRFAX DR,ARLINGTON,VA,ARLINGTON
A1303542,ANGELUS ACADEMY,7644 DYNATECH CT,SPRINGFIELD,VA,FAIRFAX
A1303543,ANNA JULIA COOPER EPISCOPAL SCHOOL,2124 N 29TH ST,RICHMOND,VA,RICHMOND
BB141072,BELLE MEADE SCHOOL,353 FT VALLEY RD,SPERRYVILLE,VA,RAPPAHANNOCK
A1303549,BINA HIGH SCHOOL,425 WASHINGTON PARK,NORFOLK,VA,NORFOLK
A1102277,BRISTOW MONTESSORI SCHOOL,9050 DEVLIN RD,BRISTOW,VA,PRINCE WILLIAM
A1303550,BUILDING BLOCKS  CTR  FOR CHILDREN WITH AUTISM,175 DEER RUN RD,DANVILLE,VA,DANVILLE
A1192097,CHELSEA ACADEMY,4 FAMILY LIFE LN,FRONT ROYAL,VA,WARREN
A1303551,CHESAPEAKE MONTESSORI SCHOOL,516 ALBEMARLE DR STE C,CHESAPEAKE,VA,CHESAPEAKE
A1303557,THE FOUNDERS CENTER,6818 W GRACE ST,RICHMOND,VA,HENRICO
A9708129,HOLLOMAN CHILD DEVT CENTER & ELEMENTARY ACADEMY,4900 GEORGE WASHINGTON MEM HWY,GRAFTON,VA,YORK
A1303567,KEMPSVILLE CENTER FOR BEHAVIORAL HEALTH,860 KEMPSVILLE RD,NORFOLK,VA,NORFOLK
A1303578,MINNICK EDUCATION CENTER - WISE,515 HURRICANE RD BLDG N,WISE,VA,WISE
A1303587,MONTESSORI OF GAINESVILLE - CASA DEI BAMBINI,14130 GLENKIRK RD,GAINESVILLE,VA,PRINCE WILLIAM
BB141079,PARK PLACE SCHOOL,509 W 35TH ST,NORFOLK,VA,NORFOLK
A0971791,RENAISSANCE MONTESSORI SCHOOL,8730 SUDLEY RD,MANASSAS,VA,MANASSAS
BB130538,ST ANTHONY ACADEMY,10201 MAIN ST STE 125,FAIRFAX,VA,FAIRFAX
1434875,TABERNACLE BAPTIST ACADEMY,717 WHITEHURST LANDING RD,VIRGINIA BEACH,VA,VIRGINIA BEACH
A1303561,THE GODDARD SCHOOL,10211 KRAUSE RD,CHESTERFIELD,VA,CHESTERFIELD
BB162945,RED DOOR MONTESSORI INC,16715 52ND AVE W STE F,LYNNWOOD,WA,SNOHOMISH
BB141089,ASIA PACIFIC LANGUAGE SCHOOL,14040  NE 8TH STREET,BELLEVUE,WA,KING
BB141084,EMERSON HIGH SCHOOL,227 N 4TH STREET,MOUNT VERNON,WA,SKAGIT
BB141081,FIDALGO BAY MONTESSORI,PO BOX 643,ANACORTES,WA,SKAGIT
A1192100,KNOWLEDGE HOUSE MONTESSORI,1471A SIDNEY AVE,PORT ORCHARD,WA,KITSAP
BB141092,DBA LEADERSHIP PREPARATORY ACADEMY,308 FOURTH AVE S,KIRKLAND,WA,KING
BB141082,SAN JUAN MONTESSORI SCHOOL,1308-7TH,ANACORTES,WA,SKAGIT
BB141104,SEATTLE NATIVITY SCHOOL,2800 S. MASSACHUSETTS ST.,SEATTLE,WA,KING
BB141093,SNO-KING ACADEMY,19741 53RD AVE NE,LAKE FOREST PARK,WA,KING
BB141096,SONSHIP CHRISTIAN SCHOOL,24905 WITTE RD SE,MAPLE VALLEY,WA,KING
BB130552,ST BRENDAN'S CATHOLIC CHURCH,10049 NE 195TH ST,BOTHELL,WA,KING
A1301837,WORLD CLASS ACADEMY,163 N MAIN AVE,WHITE SALMON,WA,KLICKITAT
1489982,MARTINSBURG CHRISTIAN ACADEMY,2247 WILLIAMSPORT PIKE,MARTINSBURG,WV,BERKELEY
AA001217,RICHLAND CHRISTIAN ACADEMY,2055 ALLISON PARK DR,RICHLAND CENTER,WI,RICHLAND
A0101705,ACADEMIE DE MONTESSORI,1216 LASALLE ST,JACKSONVILLE,FL,DUVAL
A0300797,CENTER ACADEMY - ST JOHNS BLUFF,2804 SAINT JOHNS BLUFF RD S STE 103,JACKSONVILLE,FL,DUVAL
A0501006,CORNERSTONE CHRISTIAN SCHOOL,9039 BEACH BLVD,JACKSONVILLE,FL,DUVAL
1927634,HARVEST CHRISTIAN ACADEMY,1051 ARLINGTON RD N,JACKSONVILLE,FL,DUVAL
A0102081,JCA - MICHELE BLOCK GAN YELADIM PRESCHOOL & KDGN,8505 SAN JOSE BLVD,JACKSONVILLE,FL,DUVAL
260116,MARTIN J GOTTLIEB DAY SCHOOL,3662 CROWN POINT RD,JACKSONVILLE,FL,DUVAL
260284,SAN JOSE EPISCOPAL DAY SCHOOL,7423 SAN JOSE BLVD,JACKSONVILLE,FL,DUVAL
A9501367,ST PAULS LUTHERAN SCHOOL,6150 N LECANTO HWY,BEVERLY HILLS,FL,CITRUS
265657,TRINITY CHRISTIAN ACADEMY,800 HAMMOND BLVD,JACKSONVILLE,FL,DUVAL
A1592205,ASHCREEK RANCH ACADEMY,652 SHADY LANE,TOQUERVILLE,UT,WASHINGTON
A1503855,ASHCREEK RANCH ACADEMY,652 N SHADY LN,TOQUERVILLE,UT,WASHINGTON
A1592207,KURN HATTIN HOMES FOR CHILDREN,PO BOX 127,WESTMINISTER,VT,WINDHAM
A1592210,CHESTERBROOK ACADEMY KIDS CAMPUS,3753 CENTERVIEW DR,CHANTILLY,VA,FAIRFAX
A1592212,FAITH ACADEMY,150 GOSPEL STREET,CEDAR BLUFF,VA,TAZEWELL
A1303596,OMEGA PRIVATE ACADEMY - CHESTERFIELD,7061 COMMONS PLZ STE B,CHESTERFIELD,VA,CHESTERFIELD
A1303602,REDEEMER CLASSICAL SCHOOL,1688 INDIAN TRAIL ROAD,KEEZLETOWN,VA,ROCKINGHAM
A1303608,ST ANNE'S ACADEMY FOR GIRLS,6530 COMMERCE CT,WARRENTON,VA,FAUQUIER
A1303607,ST LUKE'S DAY SCHOOL,8009 FORT HUNT RD,ALEXANDRIA,VA,FAIRFAX
A1303611,THE BOYD SCHOOL,24328 MARRWOOD DR,ALDIE,VA,LOUDOUN
A1592215,BRIGHTON SCHOOL,21705 58TH AVE WEST,MOUNTLAKE TERRACE,WA,SNOHOMISH
A1592217,EVERGREEN ACADEMY,3601 228TH AVE SE,ISSAQUAH,WA,KING
A1592219,METHOW VALLEY COMMUNITY SCHOOL,201 METHOW VALLEY HWY,TWISP,WA,OKANOGAN
A1303620,ADVENT LUTHERAN CHILD CENTER,13009 E BROADWAY AVE,SPOKANE VALLEY,WA,SPOKANE
A1303622,LAUREL ACADEMY,12700 35TH AVE NE,SEATTLE,WA,KING
A1303627,BRIER MONTESSORI SCHOOL,24016 29TH AVE W,BRIER,WA,SNOHOMISH
A1592222,A PROMISE OF HOPE ACADEMY,5226 WESTHAMPTON,MILWAUKEE,WI,MILWAUKEE
A1592223,ACADEMY OF EXCELLENCE,633 S 12TH STREET,MILWAUKEE,WI,MILWAUKEE
A1592225,GRACE EVANGELICAL LUTHERAN SCHOOL,16173 KENWOOD BLVD,MENOMONEE FALLS,WI,WAUKESHA
A1592226,HOPE CHRISTIAN SCHOOL - CARITAS,8920 W. BROWN DEER ROAD,MILWAUKEE,WI,MILWAUKEE
A1592232,SHINING STAR CHRISTIAN SCHOOL-WEST CAPITAL,4050 N 95TH ST,MILWAUKEE,WI,MILWAUKEE
A1504148,NEW VISION WILDERNESS ACADEMY,W10649 PERKINSTOWN AVE,MEDFORD,WI,TAYLOR
A1504149,NORTH CEDAR ACADEMY,1500 PORT ARTHUR RD STE 1C,LADYSMITH,WI,RUSK
A1504151,NORTH SCOTT AMISH SCHOOL,N9450 FENSKE RD,DALTON,WI,COLUMBIA
A1504152,NORTH SHORE MONTESSORI SCHOOL,4650 N PORT WASHINGTON RD,GLENDALE,WI,MILWAUKEE
A1504154,OAKRIDGE MENNONITE SCHOOL,W5133 N OAKHAVEN CIR,WAUTOMA,WI,WAUSHARA
A1504156,OUR LADY OF GRACE ACADEMY,1435 GROVE AVE,RACINE,WI,RACINE
A1504159,PLEASANT VIEW AMISH SCHOOL,33832 STATE ROAD 154,HILLPOINT,WI,RICHLAND
A1504160,PLEASANT VIEW AMISH SCHOOL,E6340 WILKE RD,MARION,WI,WAUPACA
A1504161,QUAKER VALLEY AMISH SCHOOL,S2441 QUAKER VALLEY ROAD,LAVALLE,WI,SAUK
A1504163,ROLLING ACRES AMISH SCHOOL,W15490 LAMBRIGHT RD,BLAIR,WI,TREMPEALEAU
A1500650,THE GODDARD SCHOOL,1095 OLYMPIA AVE,LONGMONT,CO,BOULDER
A0109322,AL-HADI SCHOOL OF ACCELERATIVE LEARNING,2313 S VOSS RD,HOUSTON,TX,HARRIS
A1500651,THE LIBERTY SCHOOL,215 E 12TH ST,DURANGO,CO,LA PLATA
A1171650,ALDEN MONTESSORI SCHOOL,4010 JUSTIN RD,FLOWER MOUND,TX,DENTON
A1300527,VILLAGE CHILD LEARNING CENTER,9400 E BELLEVIEW AVE,GREENWOOD VILLAGE,CO,ARAPAHOE
A0303027,ALPINE CHRISTIAN ACADEMY,610 E LOOP 281,LONGVIEW,TX,GREGG
BB160489,WILLOW TREE MONTESSORI,119 RICE LANE EXT,BEACON FALLS,CT,NEW HAVEN
A0790160,ANGLETON CHRISTIAN SCHOOL,3133 N VALDERAS ST,ANGLETON,TX,BRAZORIA
A1500684,MESIVTA ATERES SHMUEL OF WATERBURY,359 COOKE ST,WATERBURY,CT,NEW HAVEN
A1171653,APPLESEED ACADEMY,1019 TRIPP RD,MESQUITE,TX,DALLAS
A1300541,NEW ENGLAND SCHOOL OF MONTESSORI,40 QUIRK RD,MILFORD,CT,NEW HAVEN
A1102142,ATHENS CHRISTIAN PREPARATORY ACADEMY,U 2621 US HWY 175 E,ATHENS,TX,HENDERSON
A9703281,ATONEMENT ACADEMY,15415 RED ROBIN RD,SAN ANTONIO,TX,BEXAR
A0771723,AUSTIN CHILDREN'S MONTESSORI,8807 MANCHACA RD,AUSTIN,TX,TRAVIS
A1102147,BROWNSVILLE MONTESSORI ACADEMY,36 S CORIA ST,BROWNSVILLE,TX,CAMERON
A1171662,BRUSHY CREEK MONTESSORI SCHOOL,3017 POLAR LN,CEDAR PARK,TX,WILLIAMSON
A1171665,CANYON CREEK DAY SCHOOL,6308 STONEWOOD DR,PLANO,TX,COLLIN
BB101422,CENTER FOR HEARING AND SPEECH,3636 W DALLAS ST,HOUSTON,TX,HARRIS
A1171669,CHILDRENS HOUSE MONTESSORI,601 S. FOUNTAIN GATE DR.,ALLEN,TX,COLLIN
A1102148,CHOICES LEADERSHIP ACADEMY,18106 MARSH LN,DALLAS,TX,DENTON
A1171671,CHRISTIAN CARE ACADEMY,13202 N POWELL PKWY,ANNA,TX,COLLIN
A1171672,CORNERSTONE ACADEMY,5415 MATLOCK RD,ARLINGTON,TX,TARRANT
A1102152,COUTS CHRISTIAN ACADEMY,802 N ELM ST,WEATHERFORD,TX,PARKER
A1102155,CREME DE LA CREME - PLANO,5516 W PLANO PKWY,PLANO,TX,COLLIN
A1171681,CRESTVIEW BAPTIST EARLY CHILDHOOD CENTER,301 N LOOP 250 W,MIDLAND,TX,MIDLAND
AA890902,CROSS OF CHRIST LUTHERAN SCHOOL,512 N COCKRELL HILL RD,DESOTO,TX,DALLAS
A1102156,CUNAE INTERNATIONAL SCHOOL,5655 CREEKSIDE FOREST DR,THE WOODLANDS,TX,HARRIS
A1102158,DALLAS INTERNATIONAL SCHOOL,6039 CHURCHILL WAY,DALLAS,TX,DALLAS
A1171683,DAY SCHOOL FOR LITTLE PEOPLE,2714 FERRY RD,BAYTOWN,TX,HARRIS
A1102161,EDNA CHRISTIAN ACADEMY,807 APOLLO DR.,EDNA,TX,JACKSON
A9504005,FATHER YERMO HIGH SCHOOL,250 WASHINGTON ST,EL PASO,TX,EL PASO
A9904221,FIRST BAPTIST CHURCH WEEKDAY PRESCHOOL AND KINDER,3015 MOORES LN,TEXARKANA,TX,BOWIE
A1171689,FIRST METHODIST SCHOOL,206 W. DANIEL,DUNCANVILLE,TX,DALLAS
A0303061,FIRST STEPS MONTESSORI SCHOOL,2450 RIVER OAKS BLVD,HOUSTON,TX,HARRIS
A1171691,GALAXY RANCH PRIVATE SCHOOL,1835 T L TOWNSEND DR,ROCKWALL,TX,ROCKWALL
A1190084,GRACE CHRISTIAN SCHOOL,7760 PRUE RD,SAN ANTONIO,TX,BEXAR
A1150028,GRACE DAY SCHOOL,400 N CAROLINA DR,EL PASO,TX,EL PASO
A9703327,GRACE FELLOWSHIP CHRISTIAN SCHOOL,3052 N BELT LINE RD,SUNNYVALE,TX,DALLAS
A1102167,GREATER CALVARY ACADEMY,6510 BERKMAN DR,AUSTIN,TX,TRAVIS
A1171695,HAMILTON ACADEMY,2725 VALLEY VIEW LN,FARMERS BRANCH,TX,DALLAS
A1190085,HEALTH AND HUMAN SERVICE ACADEMY,PO BOX 3731,HOUSTON,TX,HARRIS
A1171696,HEALTHY BEGINNINGS MONTESSORI HOUSE,3411 LOS RIOS BLVD,PLANO,TX,COLLIN
A1102169,HERITAGE MONTESSORI ACADEMY OF ALLEN,1222 N ALMA DR,ALLEN,TX,COLLIN
A0702225,INCARNATE WORD ACADEMY-ELEM LEVEL,450 CHAMBERLAIN ST,CORPUS CHRISTI,TX,NUECES
A1171688,ISLAMIC FAITH ACADEMY,10645 STATE HIGHWAY 64 E,TYLER,TX,SMITH
A1101393,VISION CHRISTIAN ACADEMY,1024 HWY 19 NORTH,WINONA,MO,SHANNON
A0702227,INNOVATIVE MONTESSORI SCHOOL - KATY,20660 WESTHEIMER PKWY STE J,KATY,TX,HARRIS
A1171702,INSTITUTO BILINGUE SAN JOSE,2519 VICTORIA AVE,MISSION,TX,HIDALGO
A1102171,INTERNATIONAL PREPARATORY SCHOOL,1717 DULLES AVE,MISSOURI CITY,TX,FORT BEND
A1171703,AUSTIN ECO BILINGUAL SCHOOL,2700 W ANDERSON LN STE 601,AUSTIN,TX,TRAVIS
A0702230,JOSHUA CHRISTIAN ACADEMY,508 N. BROADWAY ST,JOSHUA,TX,JOHNSON
A1171707,KANGAROO FOREST EARLY CHILDHOOD CENTER,7303 S FORESTGATE DR,THE WOODLANDS,TX,MONTGOMERY
A1171709,KIDDIE KOLLEGE KINDERGARTEN,1919 N LEE AVE,ODESSA,TX,ECTOR
A1102176,KIDS R KIDS #32,6020 N ELDRIDGE PKWY,HOUSTON,TX,HARRIS
A1102177,KILLEEN ADVENTIST JR ACADEMY,3412 LAKE RD,KILLEEN,TX,BELL
A1102179,KINGDOM HEIGHTS CHRISTIAN SCHOOL,14 CHISHOLM TRL,ROUND ROCK,TX,WILLIAMSON
A1171716,LAKE CITIES MONTESSORI SCHOOL,1935 E CENTERVILLE RD,GARLAND,TX,DALLAS
A0702235,LEGACY PREPARATORY CHRISTIAN ACADEMY,9768 RESEARCH FOREST DR,THE WOODLANDS,TX,MONTGOMERY
A0750099,THE SCHOOL OF WONDERS,4751 LEXINGTON BLVD.,MISSOURI CITY,TX,FORT BEND
A1171722,LOCKHART MONTESSORI SCHOOL,610 WESTWOOD RD,LOCKHART,TX,CALDWELL
A1102184,LUBBOCK JUNIOR ACADEMY,5302 ELGIN AVE.,LUBBOCK,TX,LUBBOCK
AA890917,MAC ARTHUR PARK LUTHERAN SCHOOL,2903 NACOGDOCHES RD,SAN ANTONIO,TX,BEXAR
A1171723,MEADOW OAKS ACADEMY,1412 S BELT LINE RD,MESQUITE,TX,DALLAS
BB943198,MEMORIAL CREME DE LA CREME,12707 QUEENSBURY LN,HOUSTON,TX,HARRIS
K9305931,MESSIAH LUTHERAN LAMBS EARLY CHILDHOOD SCHOOL,1801 W PLANO PKWY,PLANO,TX,COLLIN
A9504079,METROPLEX CHAPEL ACADEMY,601 E AIRPORT FWY,EULESS,TX,TARRANT
A1171724,MISS BLOOMINGDALES ACADEMY,5100 RIVERSIDE DR,IRVING,TX,DALLAS
A0503446,MISS ENDY'S CHRISTIAN ACADEMY,5837 HUMBERT AVE,FORT WORTH,TX,TARRANT
A1190087,MONARCH ACADEMY AT MORGAN'S WONDERLAND,5235 DAVID EDWARD DR,SAN ANTONIO,TX,BEXAR
A0503437,MONTESSORI CHILDREN'S HOUSE,1900 HEDGCOXE RD,PLANO,TX,COLLIN
A9300896,MONTESSORI MORNING GLORY SCHOOL,737 BUNKER HILL RD,HOUSTON,TX,HARRIS
A1171729,MT OLIVE CHURCH OF PLANO SCHOOL OF THE ARTS,300 CHISHOLM PL,PLANO,TX,COLLIN
A1102190,NEW CENTURY MONTESSORI ACADEMY,1625 FERRIS RD,GARLAND,TX,DALLAS
BB943308,NEW SOUTHWEST MONTESSORI,12707 ALSTON RD,SUGAR LAND,TX,FORT BEND
A0509259,NEWFOUND ACADEMY,2155 MARSH LANE SUITE 100,CARROLLTON,TX,DALLAS
A1171731,OAK HILL MONTESSORI SCHOOL,6720 OAK HILL BLVD,TYLER,TX,SMITH
A1102192,PANTEGO CHRISTIAN ACADEMY-MANSFIELD CAMPUS,2351 COUNTRY CLUB DRIVE,MANSFIELD,TX,TARRANT
K9306111,PEACE LUTHERAN PRESCHOOL & DAYCARE,595 BELVIDERE ST,EL PASO,TX,EL PASO
A0992062,PEACEFUL BEGINNINGS MONTESSORI ACADEMY,3531 SOUTH DAIRY ASHFORD STE D,HOUSTON,TX,HARRIS
AA001185,PRIMERA DAY SCHOOL,1509 TARLTON ST,CORPUS CHRISTI,TX,NUECES
A0771835,PRIMROSE SCHOOL OF LAKE HOUSTON,20027 W LAKE HOUSTON PKWY,KINGWOOD,TX,HARRIS
A1102197,PRIMROSE SCHOOL OF PEARLAND PARKWAY,2240 PEARLAND PKWY,PEARLAND,TX,BRAZORIA
2163449,REDD SCHOOL,4820 STRACK RD,HOUSTON,TX,HARRIS
A1190091,SANTA CRUZ CATHOLIC SCHOOL,1100 MAIN STREET,BUDA,TX,HAYS
A1190092,SECOND CHANCE TECHNOLOGY EDGE,2500 E T C JESTER BLVD STE 362,HOUSTON,TX,HARRIS
A1102204,SILVERLINE MONTESSORI SCHOOL - SHADOW CREEK,2080 REFLECTION BAY DR,PEARLAND,TX,BRAZORIA
A1171742,SOUTHERN PREPARATORY ACADEMY,7860 W FUQUA DR,MISSOURI CITY,TX,FORT BEND
A1171744,SPANISH SCHOOLHOUSE,15765 HILLCREST RD,DALLAS,TX,DALLAS
A1171745,SPRINGBOK ACADEMY,1300 FULTON ST STE 502,DENTON,TX,DENTON
1325119,ST CECILIA CATHOLIC SCHOOL,11740 JOAN OF ARC DR,HOUSTON,TX,HARRIS
A1190093,ST DOMINIC SAVIO CATHOLIC HIGH SCHOOL,9300 NEENAH AVE,AUSTIN,TX,WILLIAMSON
A1102208,ST JOSEPH CATHOLIC SCHOOL,2307 S GARRETT ST,MARSHALL,TX,HARRISON
A9708022,ST LUKE'S PRESCHOOL,3708 45TH ST,LUBBOCK,TX,LUBBOCK
1608607,ST MARY OF THE PURIFICATION MONTESSORI SCHOOL,3002 ROSEDALE ST,HOUSTON,TX,HARRIS
A9106440,ST PAUL'S PREPARATORY ACADEMY,6900 US HWY 287,ARLINGTON,TX,TARRANT
