NAME,ADDRESS,CITY,STATE,COUNTY
ASPIRA CHARTER - HAUGAN CAMPUS,3729 W LELAND AVE,CHICAGO,IL,COOK
YCCS-TRUMAN MIDDLE COLLEGE HS,1145 W WILSON AVE,CHICAGO,IL,COOK
ACERO CHTR ROBERTO CLEMENTE CMPS,2050 N NATCHEZ AVE,CHICAGO,IL,COOK
WILLOW WOOD PRESCHOOL,684 OAK ST,WINNETKA,IL,COOK
NORTHEAST ACADEMY NORTH,201 S 7TH ST,ST CHARLES,IL,KANE
ED & LIFE SKILLS TRANSITION,1330 SHERMER RD,NORTHBROOK,IL,COOK
EARLY CHILDHOOD,2400 HENRY ST,ALTON,IL,MADISON
DEKALB HIGH SCHOOL,501 W DRESSER RD,DEKALB,IL,DEKALB
NOBLE STREET CHARTER SCHOOLS,1 N STATE ST FL 7TH,CHICAGO,IL,COOK
LINCOLN ELEM SCHOOL,1450 20TH ST,ROCHELLE,IL,OGLE
WYVETTER YOUNGE ALTRNTV CNTR,3939 CASEYVILLE AVE,EAST SAINT LOUIS,IL,ST. CLAIR
NORTHEAST JR HIGH SCHOOL,4280 4TH AVE,EAST MOLINE,IL,ROCK ISLAND
MADISON SCHOOL,618 DIVISION ST,DIXON,IL,LEE
PREMIER ACADEMY MORRIS,7700 ASHLEY RD,MORRIS,IL,GRUNDY
WATERLOO HIGH SCHOOL,505 E BULLDOG,WATERLOO,IL,MONROE
ROYALS RSSP CARTHAGE,553 MAIN ST,CARTHAGE,IL,HANCOCK
ERICSON ELEM SCHOLASTIC ACADEMY,3600 W 5TH AVE,CHICAGO,IL,COOK
PARSONS ACCELERATED SCHOOL,3591 N MACARTHUR RD,DECATUR,IL,MACON
PHEASANT RIDGE PRIMARY SCHOOL,43 E STEVENSON DR,GLENDALE HEIGHTS,IL,DUPAGE
MEMORIAL ELEM SCHOOL,6701 179TH ST,TINLEY PARK,IL,COOK
PINCKNEYVILLE ELEM SCHOOL,301 W MULBERRY ST,PINCKNEYVILLE,IL,PERRY
LINCOLN SCHOOL RSSP,960 ROYCE AVE,JOLIET,IL,WILL
CICERO WEST ELEMENTARY SCHOOL,4937 W 23RD ST,CICERO,IL,COOK
ROOSEVELT SCHOOL,7560 OAK AVE,RIVER FOREST,IL,COOK
CLNTON/MRN/WSHNGTN PRE-KIND PROG,1710 BROADWAY ST,MOUNT VERNON,IL,JEFFERSON
STAUNTON JR HIGH SCHOOL,801 N DENEEN ST,STAUNTON,IL,MACOUPIN
HIGHLAND MIDDLE SCHOOL,310 W ROCKLAND RD,LIBERTYVILLE,IL,LAKE
WILSON ELEMENTARY SCHOOL,560 WENTWORTH AVE,CALUMET CITY,IL,COOK
BROWNSVILLE ATTENDANCE CENTER,1187 CNTY RD 700 E,CARMI,IL,WHITE
FRY ELEMENTARY SCHOOL,3204 TALL GRASS DR,NAPERVILLE,IL,WILL
TRIOPIA JR-SR HIGH SCHOOL,2204 CNCRD ARNZVILLE,CONCORD,IL,MORGAN
JOHN F KENNEDY MIDDLE SCH,12350 ESSINGTON RD,PLAINFIELD,IL,WILL
WOODVIEW SCHOOL,340 N ALLEGHANY RD,GRAYSLAKE,IL,LAKE
MARTINSVILLE JR- SR HIGH SCHOOL,PO BOX K,MARTINSVILLE,IL,CLARK
TRI-POINT HIGH SCHOOL,PO BOX 316,CULLOM,IL,LIVINGSTON
JOHN POWERS CENTER,201 W HAWTHORN PKWY,VERNON HILLS,IL,LAKE
SCOTT ELEMENTARY SCHOOL,2250 SCOTT ST,MELROSE PARK,IL,COOK
LINCOLN ELEM SCHOOL,108 WARREN ST,ANNA,IL,UNION
MULBERRY GROVE JR HIGH SCHOOL,801 W WALL ST,MULBERRY GROVE,IL,BOND
RIDGE CENTRAL ELEM SCHOOL,10800 LYMAN AVE,CHICAGO RIDGE,IL,COOK
MANTENO HIGH SCHOOL,443 N MAPLE ST,MANTENO,IL,KANKAKEE
HEDDING GRADE SCH,401 W LATIMER ST,ABINGDON,IL,KNOX
MUNHALL ELEM SCHOOL,1400 S 13TH AVE,ST CHARLES,IL,KANE
ROLLING ACRES MIDDLE SCHOOL,5617 N MERRIMAC AVE,PEORIA,IL,PEORIA
MONROE CENTER GRADE SCHOOL,PO BOX 360,MONROE CENTER,IL,OGLE
WILMINGTON MIDDLE SCHOOL,715 S JOLIET ST,WILMINGTON,IL,WILL
HOYNE ELEM SCHOOL,8905 S CRANDON AVE,CHICAGO,IL,COOK
WILLOW GROVE EARLY LEARNING CTR,777 CHECKER DR,BUFFALO GROVE,IL,LAKE
RICHLAND JR HIGH,1919 CATON FARM RD,CREST HILL,IL,WILL
JACKSON M ELEM SCHOOL,917 W 88TH ST,CHICAGO,IL,COOK
STEVENSON SCHOOL,9000 CAPITOL DR,DES PLAINES,IL,COOK
BROWN COUNTY ELEMENTARY SCHOOL,501 NW CROSS ST,MOUNT STERLING,IL,BROWN
JANE ADDAMS ELEM SCHOOL,910 DIVISION ST,MELROSE PARK,IL,COOK
GARFIELD ELEM SCHOOL,1514 S 9TH AVE,MAYWOOD,IL,COOK
GROVE ELEMENTARY SCHOOL,1101 AIRPORT RD,NORMAL,IL,MCLEAN
GALLATIN ELEMENTARY SCHOOL,5175 HIGHWAY 13,JUNCTION,IL,GALLATIN
ADLER PARK SCHOOL,1740 N MILWAUKEE AVE,LIBERTYVILLE,IL,LAKE
KIPP CHICAGO CHARTER SCHOOLS,4818 W OHIO ST,CHICAGO,IL,COOK
SOWIC EDUC CENTER,209 WILDCAT CT,WILMINGTON,IL,WILL
BANNER WEST ACADEMY HS,819 N LEAMINGTON AVE,CHICAGO,IL,COOK
BICENTENNIAL ELEM SCHOOL,1004 1ST ST,COAL VALLEY,IL,ROCK ISLAND
HARRISON STREET ELEM SCHOOL,201 N HARRISON ST,GENEVA,IL,KANE
CLIFFORD CRONE MIDDLE SCHOOL,4020 111TH ST,NAPERVILLE,IL,WILL
MANCHESTER ELEM SCHOOL,3501 BLAINE RD,POPLAR GROVE,IL,BOONE
PARKSIDE ELEMENTARY SCHOOL,1900 CEDAR ST,LAWRENCEVILLE,IL,LAWRENCE
CENTURY JR/SR HIGH SCHOOL,4721 SHAWNEE CLGE RD,ULLIN,IL,PULASKI
EDINBURG JR HIGH SCHOOL,100 E MARTIN ST,EDINBURG,IL,CHRISTIAN
CREEKSIDE ELEM,655 N AIRLITE ST,ELGIN,IL,KANE
THE SKOKIE SCHOOL,520 GLENDALE AVE,WINNETKA,IL,COOK
PRAIRIE OAK SCHOOL,1427 OAK PARK AVE,BERWYN,IL,COOK
WASHINGTON H ELEM SCHOOL,9130 S UNIVERSITY AV,CHICAGO,IL,COOK
COPELAND MANOR ELEM SCHOOL,801 7TH AVE,LIBERTYVILLE,IL,LAKE
MT ZION JR HIGH SCHOOL,315 S HENDERSON ST,MOUNT ZION,IL,MACON
TURNER ELEM SCHOOL,750 INGALTON AVE,WEST CHICAGO,IL,DUPAGE
MASON/CLARK MIDDLE SCH,5510 STATE ST,EAST SAINT LOUIS,IL,ST. CLAIR
HANCOCK COLLEGE PREPARATORY HS,4034 W 56TH ST,CHICAGO,IL,COOK
MOOS ELEM SCHOOL,1711 N CALIFORNIA AV,CHICAGO,IL,COOK
ROCKTON ELEM SCHOOL,1050 E UNION ST,ROCKTON,IL,WINNEBAGO
STRATFORD MIDDLE SCHOOL,251 BUTTERFIELD DR,BLOOMINGDALE,IL,DUPAGE
SCALES MOUND HIGH SCHOOL,210 MAIN ST,SCALES MOUND,IL,JO DAVIESS
WESTVILLE HIGH SCHOOL,918 N STATE ST,WESTVILLE,IL,VERMILION
ARMSTRONG-ELLIS ELEM SCHOOL,PO BOX 7,ARMSTRONG,IL,VERMILION
CLOVERDALE ELEM SCHOOL,1182 MERBACH DR,CAROL STREAM,IL,DUPAGE
CENTRAL GRADE SCHOOL,10421 N US HWY 45,EFFINGHAM,IL,EFFINGHAM
HOLLYWOOD HEIGHTS,6 S OAKLAND DR,CASEYVILLE,IL,ST. CLAIR
ORTIZ DE DOMINGUEZ ELEM SCHOOL,3000 S LAWNDALE AVE,CHICAGO,IL,COOK
LIBERTY HIGH SCHOOL,505 N PARK ST,LIBERTY,IL,ADAMS
EMERSON MIDDLE SCHOOL,8101 CUMBERLAND AVE,NILES,IL,COOK
CLAREMONT ACADEMY ELEM SCHOOL,2300 W 64TH ST,CHICAGO,IL,COOK
JEAN MCNAIR ELEMENTARY SCHOOL,304 E MCNAIR RD,WINNEBAGO,IL,WINNEBAGO
GARFIELD MONTESSORI SCHOOL,300 MEADOW TERRACE,DECATUR,IL,MACON
HERSCHER INTERMEDIATE SCH,PO BOX 504,HERSCHER,IL,KANKAKEE
HAMILTON ELEMENTARY SCHOOL,1830 BROADWAY ST,HAMILTON,IL,HANCOCK
FINKL ELEM SCHOOL,2332 S WESTERN AVE,CHICAGO,IL,COOK
OAK RIDGE ELEM SCHOOL,8791 W 103RD ST,PALOS HILLS,IL,COOK
JANE ADDAMS ELEM SCHOOL,10 BABIAK LN,SPRINGFIELD,IL,SANGAMON
DEAN STREET ELEM SCHOOL,600 DEAN ST,WOODSTOCK,IL,MCHENRY
HENRY WINKELMAN ELEM SCHOOL,1919 LANDWEHR RD,GLENVIEW,IL,COOK
FENGER ACADEMY HIGH SCHOOL,11220 S WALLACE ST,CHICAGO,IL,COOK
CLAY ACADEMY,112 GROVE ST,WOODSTOCK,IL,MCHENRY
CASS JR HIGH SCHOOL,8502 BAILEY RD,DARIEN,IL,DUPAGE
HAWTHORN ASPEN ELEM SCHOOL,500 N ASPEN DR,VERNON HILLS,IL,LAKE
MATTOON MIDDLE SCHOOL,1200 S 9TH ST,MATTOON,IL,COLES
ROSA L PARKS MIDDLE SCHOOL,14700 ROBEY AVE,DIXMOOR,IL,COOK
LEWIS ELEM SCHOOL,1431 N LEAMINGTON AV,CHICAGO,IL,COOK
MADISON SCHOOL,2435 MAINE ST,QUINCY,IL,ADAMS
CUMBERLAND ELEM SCHOOL,700 E GOLF RD,DES PLAINES,IL,COOK
FREDERICK NERGE ELEM SCHOOL,660 N WOODFIELD TRL,ROSELLE,IL,COOK
SIMMONS MIDDLE SCHOOL,6450 W 95TH ST,OAK LAWN,IL,COOK
PROSPECT ELEM SCHOOL,130 N PROSPECT AVE,CLARENDON HILLS,IL,DUPAGE
SCHAFER ELEM SCHOOL,700 E PLEASANT LN,LOMBARD,IL,DUPAGE
ELIZABETH MORRIS ELEM SCHOOL,1500 ANDREWS DR,CAHOKIA,IL,ST. CLAIR
THOMAS JEFFERSON JR HIGH SCHOOL,7200 JANES AVE,WOODRIDGE,IL,DUPAGE
BEMENT ELEMENTARY SCHOOL,201 S CHAMPAIGN ST,BEMENT,IL,PIATT
WEST CARROLL PRIMARY,2215 WACKER RD,SAVANNA,IL,CARROLL
PRAIRIE CENTRAL JR HIGH SCHOOL,800 N WOOD ST,FORREST,IL,LIVINGSTON
KIMBERLY HEIGHTS ELEM SCHOOL,6141 KIMBERLY DR,TINLEY PARK,IL,COOK
SCALES MOUND ELEM SCHOOL,210 MAIN ST,SCALES MOUND,IL,JO DAVIESS
ZEIGLER-ROYALTON JR HIGH SCHOOL,PO BOX 87,ZEIGLER,IL,FRANKLIN
CENTRAL ELEM SCHOOL,117 W LIVINGSTON ST,PONTIAC,IL,LIVINGSTON
WILLARD ELEM SCHOOL,1250 ASHLAND AVE,RIVER FOREST,IL,COOK
CRYSTAL LAKE CENTRAL HIGH SCHOOL,45 W FRANKLIN AVE,CRYSTAL LAKE,IL,MCHENRY
RUSSELL ELEM SCHOOL,705 N JEFFERSON ST,LITCHFIELD,IL,MONTGOMERY
WHITTIER ELEMENTARY SCHOOL,13043 MAPLE AVE,BLUE ISLAND,IL,COOK
DEER PATH ELEM SCHOOL,2211 CRYSTAL LAKE RD,CARY,IL,MCHENRY
LYON ELEM SCHOOL,1335 WAUKEGAN RD,GLENVIEW,IL,COOK
EDWARDS ELEM SCHOOL,4815 S KARLOV AVE,CHICAGO,IL,COOK
MAUD E JOHNSON ELEM SCHOOL,3805 RURAL ST,ROCKFORD,IL,WINNEBAGO
KANOON ELEM MAGNET SCHOOL,2233 S KEDZIE AVE,CHICAGO,IL,COOK
MCCUTCHEON ELEM SCHOOL,4865 N SHERIDAN RD,CHICAGO,IL,COOK
LINCOLN ELEM SCHOOL,100 S NEBRASKA AVE,MORTON,IL,TAZEWELL
TRANSITION,14535 JOHN HUMPHREY,ORLAND PARK,IL,COOK
DUNNE TECHNOLOGY ACAD ELEM SCH,10845 S UNION AVE,CHICAGO,IL,COOK
ALAN B SHEPARD MIDDLE SCHOOL,440 GROVE AVE,DEERFIELD,IL,LAKE
JOSEPH E HILL EDUCATION CENTER,1500 MCDANIEL AVE,EVANSTON,IL,COOK
KNOXVILLE CNTR STUDENT SUCCESS,2628 N KNOXVILLE AVE,PEORIA,IL,PEORIA
RAYMOND BENSON PRIMARY SCHOOL,301 E WASHINGTON ST,ITASCA,IL,DUPAGE
SCARLET OAK ELEM SCHOOL,5731 ALBERT DR,OAK FOREST,IL,COOK
THOMAS JEFFERSON ELEM SCHOOL,3805 WINSTON DR,HOFFMAN ESTATES,IL,COOK
PRAIRIE CHILDREN PRESCHOOL,780 SHORELINE DR,AURORA,IL,DUPAGE
BROWNSTOWN ELEM SCHOOL,460 W SOUTH ST,BROWNSTOWN,IL,FAYETTE
WELLS PREPARATORY ELEM ACADEMY,249 E 37TH ST,CHICAGO,IL,COOK
WESTINGHOUSE HIGH SCHOOL,3223 W FRANKLIN BLVD,CHICAGO,IL,COOK
THURGOOD MARSHALL LEARNING CTR,600 11TH AVE,ROCK ISLAND,IL,ROCK ISLAND
MADES-JOHNSTONE RSSP,1304 RONZHEIMER AVE,ST CHARLES,IL,KANE
GLENBROOK NORTH HIGH SCHOOL,2300 SHERMER RD,NORTHBROOK,IL,COOK
ROOSEVELT MIDDLE SCHOOL,2500 OAK ST,BELLWOOD,IL,COOK
MILLBURN MIDDLE SCHOOL,640 FREEDOM WAY,LINDENHURST,IL,LAKE
MERIDIAN MIDDLE SCHOOL,2195 BRANDYWYN LN,BUFFALO GROVE,IL,LAKE
WILLIAM BEYE ELEM SCHOOL,230 N CUYLER AVE,OAK PARK,IL,COOK
LIBERTYVILLE HIGH SCHOOL,708 W PARK AVE,LIBERTYVILLE,IL,LAKE
CLISSOLD ELEM SCHOOL,2350 W 110TH PL,CHICAGO,IL,COOK
HARDIN COUNTY ELEM SCHOOL,PO BOX 218,ELIZABETHTOWN,IL,HARDIN
CARL SANDBURG MIDDLE SCHOOL,855 W HAWLEY ST,MUNDELEIN,IL,LAKE
HYNES ELEM SCHOOL,9000 BELLEFORTE AVE,MORTON GROVE,IL,COOK
RIVERDALE MIDDLE SCHOOL,9822 256TH ST N,PORT BYRON,IL,ROCK ISLAND
MEMORIAL ELEM SCHOOL,101 E ADAMS ST,TAYLORVILLE,IL,CHRISTIAN
SUNSET RIDGE ELEM SCHOOL,525 SUNSET RIDGE RD,NORTHFIELD,IL,COOK
PARKLAND SCHOOL,1802 N RINGWOOD RD,MCHENRY,IL,MCHENRY
LEWIS-CLARK ELEM SCHOOL,501 E LORENA AVE,WOOD RIVER,IL,MADISON
STOCK EARLY CHILDHOOD CENTER,7507 W BIRCHWOOD AVE,CHICAGO,IL,COOK
LIBERTY MIDDLE SCHOOL,1 DISTRICT DR,EDWARDSVILLE,IL,MADISON
BROWNSTOWN HIGH SCHOOL,421 S COLLEGE AVE,BROWNSTOWN,IL,FAYETTE
MARK TWAIN ELEM SCHOOL,1021 13TH ST,CHARLESTON,IL,COLES
NILES CENTRAL,7700 GROSS POINT RD,SKOKIE,IL,COOK
MADISON ELEM SCHOOL,5100 MADISON ST,SKOKIE,IL,COOK
CARVER PRIMARY SCHOOL,901 E 133RD PL,CHICAGO,IL,COOK
CORKERY ELEM SCHOOL,2510 S KILDARE AVE,CHICAGO,IL,COOK
CHAPPELL ELEM SCHOOL,2135 W FOSTER AVE,CHICAGO,IL,COOK
ORIOLE PARK ELEM SCHOOL,5424 N OKETO AVE,CHICAGO,IL,COOK
WILMETTE JUNIOR HIGH SCHOOL,620 LOCUST RD,WILMETTE,IL,COOK
HAZELGREEN ELEM SCHOOL,11751 S LAWLER AVE,ALSIP,IL,COOK
DIEKMAN ELEM SCHOOL,15121 DORCHESTER AVE,DOLTON,IL,COOK
SPEED INDEPENDENCE ELEM SCH,1125 DIVISION ST,CHICAGO HEIGHTS,IL,COOK
CENTRAL PARK ELEM SCHOOL,3621 151ST ST,MIDLOTHIAN,IL,COOK
MARKHAM PARK ELEM SCHOOL,16239 LAWNDALE AVE,MARKHAM,IL,COOK
FRANCIS GRANGER MIDDLE SCHOOL,2721 STONEBRIDGE,AURORA,IL,DUPAGE
WASHINGTON ELEMENTARY SCHOOL,911 BRIDLE LN,WHEATON,IL,DUPAGE
MAERCKER ELEM SCHOOL,5827 S CASS AVE,WESTMONT,IL,DUPAGE
BURR RIDGE MIDDLE SCHOOL,15W451 91ST ST,BURR RIDGE,IL,DUPAGE
GOWER MIDDLE SCHOOL,7941 S MADISON ST,BURR RIDGE,IL,DUPAGE
GRAYMONT ELEM SCHOOL,PO BOX 117,GRAYMONT,IL,LIVINGSTON
EASTWOOD ELEM SCHOOL,1030 3RD ST,EAST ALTON,IL,MADISON
PREKINDERGARTEN FACILITY,205 W MAIN ST,CARMI,IL,WHITE
IVAN K GARRISON CENTER,936 W MICHIGAN AVE,JACKSONVILLE,IL,MORGAN
LIBERTY JUNIOR HIGH SCHOOL,5900 W 81ST ST,BURBANK,IL,COOK
ANTIOCH ELEM SCHOOL,817 MAIN ST,ANTIOCH,IL,LAKE
CLINTON HIGH SCHOOL,1200 STATE RTE 54 W,CLINTON,IL,DE WITT
MONROE/RANDOLPH RED BRICK SCH,6137 BECK RD,RED BUD,IL,MONROE
ROCK CUT ELEM SCHOOL,7944 FOREST HILLS RD,LOVES PARK,IL,WINNEBAGO
MONROE ELEM SCHOOL,3651 W SCHUBERT AVE,CHICAGO,IL,COOK
HIGHLANDS ELEM SCHOOL,5850 LAUREL AVE,LA GRANGE HIGHLAN,IL,COOK
COTTON CREEK SCHOOL,545 NEWPORT CT,ISLAND LAKE,IL,MCHENRY
SOUTH ELEM SCHOOL,601 GOLF RD,CRYSTAL LAKE,IL,MCHENRY
MORGAN PARK HIGH SCHOOL,1744 W PRYOR AVE,CHICAGO,IL,COOK
STOWE ELEM SCHOOL,3444 W WABANSIA AVE,CHICAGO,IL,COOK
EDISON ELEM SCHOOL,4100 SCOVILLE AVE,STICKNEY,IL,COOK
CRESCENT CITY GRADE SCHOOL,PO BOX 190,CRESCENT CITY,IL,IROQUOIS
BRIDGES LEARNING CENTER,226 CHICAGO AVE,CENTRALIA,IL,MARION
CENTRALIA HIGH SCHOOL,2100 E CALUMET ST,CENTRALIA,IL,MARION
SCHOOL DISTRICT 428 IYC-HRB,1201 W POPLAR ST,HARRISBURG,IL,SALINE
CRYSTAL LAWNS ELEM SCHOOL,2544 CRYSTAL DR,JOLIET,IL,WILL
LAURA B SPRAGUE SCHOOL,2425 RIVERWOODS RD,LINCOLNSHIRE,IL,LAKE
SCHOOL OF FINE ARTS,1650 PULASKI RD,CALUMET CITY,IL,COOK
HUNTLEY MIDDLE SCHOOL,1515 S 4TH ST,DEKALB,IL,DEKALB
DEPUE HIGH SCHOOL,PO BOX 800,DEPUE,IL,BUREAU
ROCHESTER JR HIGH SCHOOL,3 ROCKET DR,ROCHESTER,IL,SANGAMON
ASSIST TAOEP 12,PO BOX 77,WILLOW HILL,IL,JASPER
ROBERTSON CHARTER SCHOOL,2240 E GEDDES AVE,DECATUR,IL,MACON
WILLIAM HOLLIDAY ELEM SCHOOL,400 JOSEPH DR,FAIRVIEW HEIGHTS,IL,ST. CLAIR
MELZER SCHOOL,9400 ORIOLE AVE,MORTON GROVE,IL,COOK
ENTERPRISE ELEM SCHOOL,2115 S TAYLOR RD,DECATUR,IL,MACON
WASHINGTON JUNIOR HIGH,13900 S SCHOOL ST,RIVERDALE,IL,COOK
OAK GROVE ELEM SCHOOL,1700 OPLAINE RD,LIBERTYVILLE,IL,LAKE
LEGGEE ELEMENTARY SCHOOL,13723 HARMONY RD,HUNTLEY,IL,MCHENRY
CREEKSIDE MIDDLE SCHOOL,3201 HERCULES RD,WOODSTOCK,IL,MCHENRY
WARREN ELEM SCHOOL,9239 S JEFFERY AVE,CHICAGO,IL,COOK
NORTHWEST SCHOOL,3630 W 92ND ST,EVERGREEN PARK,IL,COOK
EISENHOWER JR HIGH SCHOOL,1410 75TH ST,DARIEN,IL,DUPAGE
OWEN ELEM SCHOLASTIC ACADEMY,8247 S CHRISTIANA AV,CHICAGO,IL,COOK
KELVYN PARK HIGH SCHOOL,4343 W WRIGHTWOOD AV,CHICAGO,IL,COOK
WILLOWBROOK ELEM SCHOOL,2500 HAPPY HOLLOW RD,GLENVIEW,IL,COOK
RIDGE CIRCLE ELEM SCHOOL,420 RIDGE CIR,STREAMWOOD,IL,COOK
BUREAU VALLEY ELEMNTRY-WYANET,109 W 4TH ST,WYANET,IL,BUREAU
COUNTRY TRAILS ELEM,3701 HIGHLAND WOODS,ELGIN,IL,KANE
WAUKEGAN HIGH SCHOOL,2325 BROOKSIDE AVE,WAUKEGAN,IL,LAKE
CALUMET ELEM SCHOOL,1440 W VERMONT AVE,CALUMET PARK,IL,COOK
CONCORD ELEM SCHOOL,1019 CONCORD PL,DARIEN,IL,DUPAGE
CHICAGO ACADEMY HIGH SCHOOL,3400 N AUSTIN AVE,CHICAGO,IL,COOK
APLINGTON MIDDLE SCHOOL,610 E MASON ST,POLO,IL,OGLE
NORTH WAMAC GRADE SCHOOL,1500 CASE ST,CENTRALIA,IL,CLINTON
VANGUARD SCHOOL,2121 S GOEBBERT RD,ARLINGTON HEIGHTS,IL,COOK
CARL SANDBURG ELEMENTARY,1100 LILAC LN,JOLIET,IL,WILL
PEPPER RIDGE ELEMENTARY SCHOOL,2602 DANBURY DR,BLOOMINGTON,IL,MCLEAN
STAUNTON ELEM SCHOOL,801 N DENEEN ST,STAUNTON,IL,MACOUPIN
GALATIA JR HIGH,200 N MCKINLEY ST,GALATIA,IL,SALINE
TURNER-DREW ELEM LANGUAGE ACADEMY,9300 S PRINCETON AVE,CHICAGO,IL,COOK
SORENTO ELEM SCHOOL,510 S MAIN ST,SORENTO,IL,BOND
COLUMBIA EXPLORERS ELEM ACADEMY,4520 S KEDZIE AVE,CHICAGO,IL,COOK
HIGHLAND ELEM SCHOOL,410 S HICKORY ST,STILLMAN VALLEY,IL,OGLE
SPRINGFIELD ELEM SCHOOL,14620 SPRINGFIELD AV,MIDLOTHIAN,IL,COOK
ROYALS ACADEMY CARTHAGE,553 MAIN ST,CARTHAGE,IL,HANCOCK
WOOD DALE JR HIGH SCHOOL,6N655 WOOD DALE RD,WOOD DALE,IL,DUPAGE
AUBURN MIDDLE SCHOOL,601 N 7TH ST,AUBURN,IL,SANGAMON
HEALY ELEM SCHOOL,3010 S PARNELL AVE,CHICAGO,IL,COOK
ABBOTT MIDDLE SCHOOL,949 VAN ST,ELGIN,IL,KANE
WASHINGTON ELEMENTARY SCHOOL,1421 WEST ST,ROCKFORD,IL,WINNEBAGO
WEST VIEW ELEM SCHOOL,1720 HALSTED RD,ROCKFORD,IL,WINNEBAGO
CHAVEZ ELEM MULTICULTURAL ACAD CT,4747 S MARSHFIELD AV,CHICAGO,IL,COOK
SUDER MONTESSORI ELEM MAGNET SCHL,2022 W WASHINGTON,CHICAGO,IL,COOK
ROCK FALLS TOWNSHIP HIGH SCHOOL,101 12TH AVE,ROCK FALLS,IL,WHITESIDE
SHERMAN ELEM SCHOOL,1206 E ELM ST,STREATOR,IL,LASALLE
WACKER ELEM SCHOOL,9746 S MORGAN ST,CHICAGO,IL,COOK
SANDBURG ELEM SCHOOL,2051 WABASH AVE,SPRINGFIELD,IL,SANGAMON
BRENTANO ELEM MATH & SCIENCE ACAD,2723 N FAIRFIELD AVE,CHICAGO,IL,COOK
WHITE ELEM CAREER ACADEMY,1136 W 122ND ST,CHICAGO,IL,COOK
LYON MAGNET ELEMENTARY SCHOOL,800 S ELMWOOD AVE,WAUKEGAN,IL,LAKE
WALSH ELEM SCHOOL,2015 S PEORIA ST,CHICAGO,IL,COOK
ASHBURN COMMUNITY ELEM SCHOOL,8300 S ST LOUIS AVE,CHICAGO,IL,COOK
SAYRE ELEM LANGUAGE ACADEMY,1850 N NEWLAND AVE,CHICAGO,IL,COOK
RED OAK ELEM SCHOOL,530 RED OAK LN,HIGHLAND PARK,IL,LAKE
RAMSEY ELEM SCHOOL,516 W 6TH ST,RAMSEY,IL,FAYETTE
HALF DAY SCHOOL,239 OLDE HALF DAY RD,LINCOLNSHIRE,IL,LAKE
GOLFVIEW ELEM SCHOOL,124 GOLFVIEW LN,CARPENTERSVILLE,IL,KANE
PECATONICA ELEM SCHOOL,PO BOX 419,PECATONICA,IL,WINNEBAGO
PHILIP J ROCK CENTER AND SCHOOL,818 DU PAGE BLVD,GLEN ELLYN,IL,DUPAGE
CHERRY VALLEY ELEM SCHOOL,619 E STATE ST,CHERRY VALLEY,IL,WINNEBAGO
ROCK ISLAND ACADEMY,930 14TH ST,ROCK ISLAND,IL,ROCK ISLAND
HENRY W LONGFELLOW ELEM SCHOOL,501 S ARLINGTON HTS,BUFFALO GROVE,IL,COOK
BLYTHE PARK ELEM SCHOOL,735 LEESLEY RD,RIVERSIDE,IL,COOK
BOONE COUNTY CENTER,1320 EAST AVE,BELVIDERE,IL,BOONE
CHRISTA MCAULIFFE SCHOOL,8944 174TH ST,TINLEY PARK,IL,COOK
LANGFORD A ELEM SCHOOL,6010 S THROOP ST,CHICAGO,IL,COOK
BROOKWOOD JR HIGH SCHOOL,201 GLENWOOD-LANSING,GLENWOOD,IL,COOK
TAFT SCHOOL,393 E 163RD ST,HARVEY,IL,COOK
EARL PRITCHETT SCHOOL,200 HORATIO BLVD,BUFFALO GROVE,IL,LAKE
PROJECT INSIGHT,330 N MCARTHUR ST,MACOMB,IL,MCDONOUGH
HEINEMAN MIDDLE SCHOOL,725 ACADEMIC DR,ALGONQUIN,IL,MCHENRY
SAFE SCHOOL PROGRAM CENTRALIA,1000 E 3RD ST,CENTRALIA,IL,MARION
HYDE PARK ACADEMY HIGH SCHOOL,6220 S STONY ISLAND,CHICAGO,IL,COOK
HUFFORD JUNIOR HIGH SCHOOL,1125 N LARKIN AVE,JOLIET,IL,WILL
V I T ELEMENTARY SCHOOL,1502 E US HWY 136,TABLE GROVE,IL,FULTON
RAES RSSP,121 S PRAIRIE ST,GALESBURG,IL,KNOX
CHRISTOPHER ELEM SCHOOL,501 S SNIDER ST,CHRISTOPHER,IL,FRANKLIN
LIBERTY ELEMENTARY SCHOOL,1401 ESSINGTON RD,BOLINGBROOK,IL,WILL
MEADOW LANE SCHOOL,11800 S MEADOW LANE,MERRIONETTE PARK,IL,COOK
CARTHAGE MIDDLE SCHOOL,210 S ADAMS ST,CARTHAGE,IL,HANCOCK
LEWIS & CLARK ELEM SCHOOL,6800 HUMBERT RD,GODFREY,IL,MADISON
ELLSWORTH ELEM SCHOOL,145 N SLEIGHT ST,NAPERVILLE,IL,DUPAGE
HARVARD PARK ELEM SCHOOL,2501 S 11TH ST,SPRINGFIELD,IL,SANGAMON
LITTLE BLACK PEARL ARTS ACAD HS,1060 E 47TH ST,CHICAGO,IL,COOK
MAGEE MIDDLE SCHOOL,500 N CEDAR LAKE RD,ROUND LAKE,IL,LAKE
WEST AURORA HS RSSP,1720 N RANDALL RD,AURORA,IL,KANE
LINCOLN MIDDLE SCHOOL,200 S LINCOLN AVE,PARK RIDGE,IL,COOK
